lat3,long3,PyC100,climate
38.95,-119.916666666666,30.0807006861522,C
38.95,-119.916666666666,32.9047137182701,C
38.95,-119.916666666666,29.7634349560668,C
38.95,-119.916666666666,29.4527601312939,C
38.95,-119.916666666666,29.7113559008138,C
38.95,-119.916666666666,27.3411476337177,C
38.95,-119.916666666666,27.5268660841477,C
38.95,-119.916666666666,26.3658195793817,C
38.95,-119.916666666666,31.9231584931517,C
38.95,-119.916666666666,29.5304463365433,C
38.95,-119.916666666666,30.4545947035358,C
38.95,-119.916666666666,30.3683651134226,C
38.95,-119.916666666666,32.562129430513,C
38.95,-119.916666666666,30.5241561791903,C
38.95,-119.916666666666,32.3933191867284,C
38.95,-119.916666666666,30.3960430243443,C
38.95,-119.916666666666,32.4790711262518,C
38.95,-119.916666666666,36.4872692380797,C
38.95,-119.916666666666,54.1154871174678,C
38.95,-119.916666666666,50.2298413537361,C
38.95,-119.916666666666,29.5796237135758,C
38.95,-119.916666666666,25.8390592589755,C
38.95,-119.916666666666,28.9912412486737,C
38.95,-119.916666666666,33.8010685491736,C
38.95,-119.916666666666,29.2252021950468,C
38.95,-119.916666666666,40.9119284166015,C
38.95,-119.916666666666,28.7778863344395,C
38.95342,-119.9274,31.6462519801043,C
38.95342,-119.9274,32.4627763215436,C
38.95342,-119.9274,37.2760684581855,C
38.95367,-119.92782,29.8702250326545,C
38.95367,-119.92782,32.1838238780283,C
38.95367,-119.92782,38.0728990975218,C
38.95367,-119.92782,52.2054524442347,C
38.95413,-119.92823,33.5277403656505,C
38.95413,-119.92823,30.7438331301981,C
38.95413,-119.92823,36.077045715769,C
38.95333,-119.92818,36.3458270359735,C
38.95333,-119.92818,42.8058491270183,C
38.95333,-119.92818,56.0194994995935,C
38.95333,-119.92818,54.4884078275512,C
38.95365,-119.92828,29.4362121328142,C
38.95365,-119.92828,34.0467643316091,C
38.95365,-119.92828,35.4285309961917,C
38.95365,-119.92828,41.0300411733649,C
38.9541,-119.92892,30.4929715606198,C
38.9541,-119.92892,36.7957615679138,C
38.9541,-119.92892,40.362731185616,C
38.9541,-119.92892,41.9055398792526,C
38.95368,-119.92915,31.7522688339874,C
38.95368,-119.92915,34.935506965416,C
38.95368,-119.92915,47.1582795397866,C
38.95368,-119.92915,39.3902114700093,C
38.95228,-119.92933,41.6941294603593,C
38.95228,-119.92933,42.1665882855835,C
38.95228,-119.92933,46.1454899670126,C
38.95228,-119.92933,60.728742833893,C
38.95248,-119.92965,30.1224455669469,C
38.95248,-119.92965,35.9838981596309,C
38.95248,-119.92965,51.9662900021979,C
38.95248,-119.92965,42.0532607483573,C
38.95218,-119.92997,29.1259697216233,C
38.95218,-119.92997,30.4870269847549,C
38.95218,-119.92997,30.750989434566,C
38.95218,-119.92997,49.6544080707411,C
38.95168,-119.93032,32.8573049689842,C
38.95168,-119.93032,36.7401828079147,C
38.95168,-119.93032,33.7102574127414,C
38.95153,-119.92963,47.8687046133796,C
38.95153,-119.92963,55.3100722052941,C
38.95153,-119.92963,48.7210219012744,C
38.95142,-119.93005,32.0515057703925,C
38.95142,-119.93005,35.653568974775,C
38.95142,-119.93005,30.936150862972,C
38.95108,-119.9294,37.8804975134511,C
38.95108,-119.9294,41.5707024725318,C
38.95108,-119.9294,41.6827961698243,C
38.95108,-119.9294,58.2035192763566,C
38.95083,-119.92957,37.6564933429332,C
38.95083,-119.92957,41.8668650716056,C
38.95083,-119.92957,40.6942315304006,C
38.95065,-119.92927,40.7433717764303,C
38.95065,-119.92927,42.0131233759385,C
38.95065,-119.92927,48.3678084583834,C
38.95,-119.916666666666,15.5615678484391,C
38.95,-119.916666666666,13.3168994957214,C
38.95,-119.916666666666,22.3520181974804,C
38.95,-119.916666666666,31.2906818296892,C
38.95,-119.916666666666,19.0908123113223,C
38.95,-119.916666666666,22.3602897402221,C
38.95,-119.916666666666,11.9175002329593,C
38.95,-119.916666666666,19.7382541815471,C
38.95,-119.916666666666,14.8948985220529,C
38.95,-119.916666666666,42.8389796858765,C
38.95,-119.916666666666,23.2431898977978,C
38.95,-119.916666666666,8.39861475571632,C
38.95,-119.916666666666,24.1760284626874,C
38.95,-119.916666666666,7.61798054130948,C
38.95,-119.916666666666,3.62410955626471,C
38.95,-119.916666666666,0.137486165922401,C
38.95,-119.916666666666,3.00542608502202,C
38.95,-119.916666666666,2.04461681400908,C
38.95,-119.916666666666,18.0727058807033,C
38.95,-119.916666666666,12.1602030253485,C
38.95,-119.916666666666,16.9381407072914,C
38.95,-119.916666666666,15.6674953724984,C
38.95,-119.916666666666,38.9933386706301,C
38.95,-119.916666666666,9.19632592399155,C
38.95,-119.916666666666,13.3710163323763,C
38.95,-119.916666666666,8.13474552111566,C
38.95,-119.916666666666,5.71657709385565,C
38.95,-119.916666666666,12.7814833370633,C
38.95,-119.916666666666,7.74369361067533,C
38.95,-119.916666666666,2.91373436200733,C
37.9480555555555,-119.79,42.3,C
37.9480555555555,-119.79,33.9,C
37.9480555555555,-119.79,40.8,C
37.9480555555555,-119.79,36.1,C
37.9480555555555,-119.79,32.5,C
37.9480555555555,-119.79,53.5,C
40.095,-121.2,15,C
40.095,-121.2,27.3673469387755,C
40.095,-121.2,33.9642857142857,C
40.095,-121.2,30.40625,C
40.095,-121.2,24.2553191489362,C
40.095,-121.2,24.5625,C
40.095,-121.2,20,C
40.095,-121.2,13.9433962264151,C
40.095,-121.2,12.4444444444444,C
40.095,-121.2,9.34146341463415,C
40.095,-121.2,22.9384615384615,C
40.095,-121.2,23.2301587301587,C
40.095,-121.2,19.5161290322581,C
40.095,-121.2,29,C
40.095,-121.2,50.0540540540541,C
40.095,-121.2,31.7111111111111,C
40.095,-121.2,11.5384615384615,C
40.095,-121.2,11.3913043478261,C
40.095,-121.2,13.5714285714286,C
40.095,-121.2,10.2903225806452,C
40.095,-121.2,11.8235294117647,C
40.095,-121.2,8.7843137254902,C
40.095,-121.2,9.59459459459459,C
40.095,-121.2,12.3636363636364,C
40.095,-121.2,11.8297872340426,C
40.095,-121.2,11.969387755102,C
40.095,-121.2,10.325,C
40.095,-121.2,37.3695652173913,C
40.095,-121.2,15.4181818181818,C
40.095,-121.2,10.8648648648649,C
40.095,-121.2,11.4516129032258,C
40.095,-121.2,10.1034482758621,C
40.095,-121.2,31.8695652173913,C
40.095,-121.2,19.8571428571429,C
40.095,-121.2,31.4705882352941,C
40.095,-121.2,28.7111111111111,C
40.095,-121.2,12.9830508474576,C
40.095,-121.2,12.3170731707317,C
40.095,-121.2,20.671052631579,C
40.095,-121.2,14.8823529411765,C
40.095,-121.2,15.7543859649123,C
40.095,-121.2,13.0980392156863,C
40.095,-121.2,32.037037037037,C
40.095,-121.2,11.6833333333333,C
40.095,-121.2,9.69230769230769,C
40.095,-121.2,14.925,C
40.095,-121.2,35.4044943820225,C
40.095,-121.2,15.1287128712871,C
40.095,-121.2,15.3061224489796,C
40.095,-121.2,26.02,C
40.095,-121.2,13.6792452830189,C
47.481395205,8.91,4.42028985507246,C
47.386345669,8.56,3.07692307692308,C
46.815064297,6.94,4.0625,C
46.213360345,7.3,5.46728971962617,C
47.085570983,7.12,5.76744186046512,C
46.6170597,7.96,1.86390532544379,D
47.635408805,8.82,2.3546511627907,C
47.480783551,7.92,2.69372693726937,C
47.535638068,7.58,5.17241379310345,C
47.374522625,9.44,3.71681415929204,C
46.641455456,6.51,3.91534391534392,C
47.307166868,8.36,3.03262955854127,C
47.238751117,7.64,4.43037974683544,C
47.391627253,8.6,4.53488372093023,C
46.9866265,7.12,2.84601557819053,C
46.409021242,8.17,4.66083150984683,E
46.852134695,7.45,3.38028169014084,C
47.211302557,7.82,1.49085794655415,C
47.478044975,8.37,2.9746835443038,C
47.50152847,9.38,3.99103139013453,C
46.933091803,7.43,4.02439024390244,C
47.273368197,8.03,1.62637362637363,C
47.570877645,7.88,4.21428571428571,C
47.407520693,8.17,3.18996415770609,C
47.7466855,8.51,4.03921568627451,C
46.168468826,6.01,4.20168067226891,C
46.234669408,6.3,2.77566539923954,C
47.560240581,8.2,3.6734693877551,C
47.127494913,8.33,4.86590038314176,C
47.082315097,8.36,3.85906040268456,C
47.012649259,6.87,3.57142857142857,C
46.947793483,6.57,2.33974358974359,C
47.119373327,9.07,2.5,C
46.929565971,9.13,2.12475633528265,D
47.011416339,6.66,3.52777777777778,C
47.163773336,8.3,4,C
46.752786551,7.14,3.16993464052288,C
47.130856997,7.61,4.06417112299465,C
46.825075249,7.57,4.13294797687861,C
46.688105722,6.75,2.22972972972973,C
47.139951616,7.52,3.4640522875817,C
46.923794008,7.18,2.0708446866485,C
46.740291596,6.5,1.78571428571429,C
47.380193324,8.22,3.88535031847134,C
47.042937076,8.72,1.75394846217789,C
46.869146889,6.97,4.89208633093525,C
46.817706069,9.85,1.32339235787512,E
47.371662727,9.6,2.73376623376623,C
46.862462081,8.76,2.60299625468165,E
46.559380435,8.49,1.39047619047619,E
47.103376745,9.51,7.78571428571429,C
47.250638803,9.31,2.75641025641026,C
47.490541824,7.66,3.21543408360129,C
47.050022554,7.48,3.53448275862069,C
46.39589791,6.23,5.07936507936508,C
46.968153771,7.9,5.28301886792453,C
46.51929549,7.4,3.17460317460317,C
47.033288417,9.4,1.78217821782178,C
47.441520689,8.43,4.18238993710692,C
47.030081679,8.11,3.07692307692308,C
47.501595187,8.73,5.08928571428571,C
47.220929955,7.43,2.27956989247312,C
47.283494279,7.74,3.71428571428571,C
47.463650882,7.61,4.10901467505241,C
47.418437313,7.15,3.86666666666667,C
47.328495322,7.15,3.68064952638701,C
46.750007113,6.59,4.56505003849115,C
46.487761452,6.42,4.27672955974843,C
46.508855125,6.87,3.52941176470588,C
46.699308639,8.86,2.78481012658228,D
46.655152901,9.41,2.26235741444867,E
46.434776218,9.65,1.57162726008345,E
46.686552319,9.66,1.74870466321244,E
47.473654588,9.43,4.62715105162524,C
46.647240542,10.22,2.07823960880196,E
46.833083629,10.35,1.73989455184534,E
46.753385329,9.45,4.58015267175573,C
46.967296541,9.57,3.78378378378378,C
46.705591236,6.67,5.16666666666667,C
47.408982221,7,3.42857142857143,C
46.366184489,7.23,2.17484008528785,D
47.076903873,7.28,4.20081967213115,C
47.292717524,8.89,2.21074380165289,C
47.233835466,8.52,0.479246897732135,C
47.580810093,8.87,4.70198675496689,C
47.004754269,7.7,3.85786802030457,C
47.593998967,9.22,3.5672514619883,C
46.621570605,6.3,2.86999182338512,C
46.49346644,9.86,1.06239460370995,E
46.272657433,9.14,0.720288115246099,D
46.289536079,8.49,1.99731903485255,D
46.024909972,8.83,1.63183279742765,C
47.637342162,8.65,2.85123966942149,C
46.158144303,8.97,7.981220657277,C
45.851827154,9,7.35294117647059,C
46.176479538,8.94,3.00480769230769,C
46.005249146,8.96,8.05668016194332,C
46.836922583,8.63,3.08139534883721,C
46.293604791,7.87,4.1522491349481,C
46.159466686,7.49,2.49097472924188,E
46.204264034,7.23,6.49038461538462,C
46.329137804,6.91,6.61016949152542,C
47.310241454,7.82,3.95161290322581,C
47.063433247,8.47,3.00505050505051,C
47.049100407,6.98,3.30112721417069,C
28.6166666666666,77.22,17.1875,B
28.6166666666666,77.22,9.75609756097561,B
28.6166666666666,77.22,11.6666666666667,B
28.6166666666666,77.22,8.98876404494382,B
28.6166666666666,77.22,9.45945945945946,B
28.6166666666666,77.22,13.3333333333333,B
28.6166666666666,77.22,15.8536585365854,B
28.6166666666666,77.22,15.8536585365854,B
28.6166666666666,77.22,16.6666666666667,B
28.6166666666666,77.22,17.6470588235294,B
28.6166666666666,77.22,11.8518518518519,B
28.6166666666666,77.22,12.3287671232877,B
28.6166666666666,77.22,9.19540229885058,B
28.6166666666666,77.22,13.0952380952381,B
28.6166666666666,77.22,14.7540983606557,B
28.6166666666666,77.22,13.2352941176471,B
28.6166666666666,77.22,21.2121212121212,B
28.6166666666666,77.22,10.6796116504854,B
28.6166666666666,77.22,13.3333333333333,B
28.6166666666666,77.22,19.6969696969697,B
28.6166666666666,77.22,14.0350877192982,B
28.6166666666666,77.22,20,B
28.6166666666666,77.22,18.0851063829787,B
28.6166666666666,77.22,9.35672514619883,B
28.6166666666666,77.22,13.4920634920635,B
28.6166666666666,77.22,11.0294117647059,B
28.6166666666666,77.22,11.1111111111111,B
28.6166666666666,77.22,15.2941176470588,B
28.6166666666666,77.22,15.7894736842105,B
28.6166666666666,77.22,6.25,B
28.6166666666666,77.22,6.37254901960784,B
28.6166666666666,77.22,13.6363636363636,B
28.6166666666666,77.22,18.2692307692308,B
28.6166666666666,77.22,11.4035087719298,B
28.6166666666666,77.22,11.9496855345912,B
28.6166666666666,77.22,6.2992125984252,B
46.750007113,6.59,5.92691622103387,C
46.750007113,6.59,7.39130434782609,C
46.750007113,6.59,6.75206832132373,C
46.750007113,6.59,11.4771806643262,C
46.750007113,6.59,7.18245967741936,C
47.580810093,8.87,6.09480812641084,C
47.580810093,8.87,6.45161290322581,C
47.580810093,8.87,6.42857142857143,C
47.580810093,8.87,7.31707317073171,C
47.580810093,8.87,8.33333333333334,C
46.329137804,6.91,7.63358778625954,C
46.329137804,6.91,17.1428571428571,C
46.329137804,6.91,16.1290322580645,C
46.329137804,6.91,20.6896551724138,C
46.329137804,6.91,4.54545454545455,C
46.329137804,6.91,6.63716814159292,C
46.329137804,6.91,3.64267129228101,C
46.329137804,6.91,10.077519379845,C
41.0563,-111.01,26.0697986577181,D
42.8835,-110.98,26.6821029692182,D
44.53497,-110.81,24.4430769230769,D
44.43289,-110.73,29.5085359544749,D
44.80635,-110.73,27.1559233449477,D
44.09124,-110.66,27.2529069767442,D
43.51083,-110.64,25.6086091517453,D
44.31815,-110.6,32.0112914608327,D
43.69342,-110.58,23.398836976138,D
43.17939,-110.52,30.290404040404,D
42.50859,-110.51,26.5823817292007,D
43.09547,-110.48,29.2359611231102,D
43.60747,-110.4,28.9250972762646,D
41.02223,-110.36,24.8430346631786,D
42.85905,-110.3,79.1232227488152,D
41.95661,-110.18,62.2529644268775,B
44.91847,-110.09,31.3365735115431,D
44.98973,-110.05,27.7051255009492,D
43.73528,-110.02,24.3533930857875,D
43.01483,-109.99,27.6358208955224,D
42.44199,-109.8,57.5374376039934,B
42.7541,-109.76,31.418826739427,D
43.64781,-109.65,33.7882018479033,B
44.45998,-109.63,25.3928057553957,D
42.56993,-109.56,33.3294930875576,D
42.14851,-109.5,47.3430962343096,B
42.00422,-109.49,43.1531531531532,B
43.66015,-109.38,26.5217391304348,B
44.84583,-109.32,24.1969831410825,B
42.58936,-109.25,25.184842883549,D
44.0302,-109.18,29.5938665561542,B
44.77946,-109.16,40.8030112923463,B
40.44604,-109.04,30.2696078431373,D
31.93259,-108.94,48.3589743589744,B
33.7443,-108.93,32.2085889570552,C
44.32455,-108.93,60.531914893617,B
31.50637,-108.93,27.3963730569948,B
37.58697,-108.92,38.3778966131907,B
35.57403,-108.91,31.6642120765832,B
43.68868,-108.89,30.7752489331437,B
39.21424,-108.88,33.9928057553957,B
35.8242,-108.87,40.5447470817121,B
42.56057,-108.83,23.8297444153753,D
34.2343,-108.82,41.9960343688037,C
32.31216,-108.8,85.0454545454545,B
38.84402,-108.8,20.8805031446541,D
34.58749,-108.77,30.9554140127389,C
42.58598,-108.75,28.8115942028986,D
39.50625,-108.74,34.4591611479029,D
32.61503,-108.74,46.6666666666667,B
37.82026,-108.73,31.5335968379447,D
37.66424,-108.71,31.6196319018405,D
44.67805,-108.69,96.6310160427807,B
42.52865,-108.68,28.3510204081633,D
35.39574,-108.67,36.2452591656132,B
32.93704,-108.66,38.4946996466431,B
37.73378,-108.65,31.4298978644383,D
34.83308,-108.64,33.4767641996558,C
38.78655,-108.6,43.165572574763,D
36.36172,-108.59,94.4444444444444,B
40.30018,-108.59,29.7982345523329,D
32.83797,-108.58,34.1372549019608,B
34.86665,-108.56,28.61328125,C
35.43468,-108.56,32.3008849557522,B
42.89757,-108.55,29.95670995671,B
35.59701,-108.55,56.7136150234742,B
33.92054,-108.51,28.7080948487326,C
32.52865,-108.46,49.4478527607362,C
37.65978,-108.4,28.8823529411765,D
37.42488,-108.39,30.5,D
38.4163,-108.38,25.5340375586854,D
44.1073,-108.38,73.4042553191489,B
31.80685,-108.36,52.2410865874363,B
31.80685,-108.36,34.3015873015873,B
33.93475,-108.33,34.4327176781003,C
36.07099,-108.32,62.1774193548387,B
35.18532,-108.28,32.5591267434809,C
37.39973,-108.28,33.0742539902845,D
39.31706,-108.27,44.4791666666667,B
37.97618,-108.25,28.6923688394277,D
43.9999,-108.21,40.7142857142857,B
33.57103,-108.21,33.687707641196,C
31.89556,-108.2,50.0418410041841,B
42.72297,-108.16,34.7584715212689,B
37.74476,-108.15,25.8680655360736,D
34.33232,-108.14,51.1034482758621,C
33.47812,-108.13,41.5594541910331,C
38.33222,-108.1,25.9959418329388,D
35.56517,-108.09,47.4660633484163,B
36.1854,-108.05,73.75,B
43.88166,-108.02,41.4666666666667,B
42.32589,-107.98,30.4054054054054,D
42.01393,-107.96,45.5958549222798,B
32.56751,-107.95,31.6755793226381,B
43.3301,-107.91,48.8333333333333,B
42.91201,-107.89,33.0612244897959,B
39.89589,-107.86,44.0418118466899,D
36.1957,-107.84,38.4097859327217,B
37.53461,-107.81,29.3185818456123,D
32.3825,-107.8,46.7025862068966,B
40.14523,-107.79,25.1940035273369,D
43.83047,-107.76,31.8867924528302,B
37.44671,-107.74,27.2752992383025,D
36.25986,-107.74,36.9582504970179,B
36.82077,-107.73,42.2570016474465,B
43.11386,-107.72,49.2417061611374,B
33.9018,-107.71,30.9634255129349,B
35.19743,-107.7,31.0103626943005,B
39.32366,-107.69,35.3603976801988,D
38.05306,-107.69,57.199124726477,D
33.74434,-107.67,46,B
42.39009,-107.67,27.6595744680851,D
34.43335,-107.66,30.7648026315789,B
38.64694,-107.65,37.1713147410359,D
32.3615,-107.64,75.5786350148368,B
41.60887,-107.64,33.4805389221557,B
37.82282,-107.61,29.1159539473684,D
42.5849,-107.6,38.08,B
40.83132,-107.55,27.1720930232558,D
39.52777,-107.55,27.5,D
41.96574,-107.53,41.8934911242604,B
32.68857,-107.53,34.5179063360882,B
38.72137,-107.49,27.655522640711,D
40.36857,-107.49,30.0931899641577,D
39.38086,-107.48,30.2837232453957,D
32.96575,-107.46,33.4655532359081,B
36.19737,-107.46,35.2913385826772,B
43.64023,-107.45,25.4156769596199,B
40.07326,-107.39,35.3576942871848,D
40.32936,-107.34,30.1062959934587,D
42.00721,-107.33,45.2823920265781,B
33.54364,-107.27,32.7824620573356,B
34.22491,-107.27,39.7872340425532,B
42.65574,-107.27,43.2510288065844,D
36.76943,-107.21,54.9038461538461,D
35.5307,-107.2,48.4937238493724,B
42.61933,-107.2,44.778156996587,D
34.1452,-107.16,32.0833333333333,B
39.80164,-107.16,41.5839243498818,D
44.1655,-107.15,24.1656832664621,D
35.57248,-107.13,93.2941176470588,B
40.7201,-107.12,26.6126612661266,D
38.35969,-107.1,23.6041999543483,D
35.56298,-107.07,65.1371571072319,B
34.00887,-107.04,30.948275862069,B
41.24551,-106.98,22.1620568757304,D
40.43805,-106.94,28.3933209647495,D
33.19873,-106.93,57.2093023255814,B
43.59446,-106.92,30.3239740820734,B
37.69708,-106.91,30.1449650530676,D
38.86514,-106.91,31.951511523496,D
44.77192,-106.91,27.4454037582529,D
42.2482,-106.89,78.9393939393939,B
37.2699,-106.87,24.6616697897148,D
44.55552,-106.85,23.7115556882652,B
38.65417,-106.85,30.6853146853147,D
36.47267,-106.82,33.0238095238095,D
43.86019,-106.78,27.1677360219982,B
36.00556,-106.77,34.3908153701968,D
38.40621,-106.76,30.01269035533,D
36.18893,-106.76,26.9218106995885,D
41.60066,-106.75,28.0832282471627,D
41.20587,-106.75,33.7610619469027,D
37.53323,-106.7,24.8528301886792,D
35.87934,-106.66,30.4871323529412,D
35.37054,-106.63,39.1785714285714,B
42.03544,-106.62,23.0045871559633,D
38.47353,-106.62,28.6866359447005,D
32.35369,-106.62,86.1855670103093,B
43.04259,-106.62,33.9171974522293,B
32.43873,-106.62,53.0386740331492,B
36.92156,-106.58,28.7991021324355,D
38.21229,-106.57,32.2196796338673,D
39.91399,-106.56,32.471615720524,D
44.35251,-106.53,26.5060240963855,B
41.37659,-106.52,26.7379454926625,D
41.09741,-106.48,23.2979559748428,D
41.60027,-106.48,28.3017952450267,D
40.71412,-106.46,33.7833594976452,D
40.26143,-106.45,34.5584299732382,D
37.41358,-106.37,29.6991104133961,D
43.11773,-106.32,33.8259109311741,B
44.72172,-106.32,24.2706457422177,B
39.29906,-106.32,25.3550295857988,D
39.8965,-106.31,31.2545514730222,D
38.71356,-106.31,25.1521298174442,E
43.80682,-106.27,29.9181446111869,B
39.23014,-106.26,23.0218538055765,D
44.13104,-106.23,21.4981949458484,B
36.99902,-106.22,28.5437262357414,D
44.95772,-106.21,23.1486254295533,B
44.75683,-106.2,30.2533783783784,B
42.19087,-106.16,56.5985130111524,B
36.73188,-106.15,34.6944948578342,D
40.04861,-106.15,32.3349056603774,D
41.93472,-106.14,48.7102177554439,D
41.38415,-106.14,27.4416882636061,D
42.76057,-106.13,28.1189710610932,B
40.39921,-106.12,31.3982179575051,D
37.56275,-106.07,30.7099278979479,B
32.50181,-106.06,45.6589147286822,B
39.18153,-106.04,32.4789207419899,D
43.53263,-106.01,24.4218551461245,B
38.11813,-106,32.7477477477477,B
38.1754,-105.96,32.1452145214522,B
42.53952,-105.94,25.7695343330702,D
42.29213,-105.93,32.9633027522936,B
40.14865,-105.93,35.0251677852349,D
37.60194,-105.93,52.2697368421053,B
40.79772,-105.92,28.2296650717703,D
